id,output
2814,(ORDER i prefer (PIZZAORDER (NUMBER one ) (STYLE mdium ) pizza with lamb (TOPPING roased ) (TOPPING eggplant ) anchovies and onions (TOPPING and ) two mdium Espresso and one mdium sprite ) )
2815,(ORDER i'm in (PIZZAORDER (NUMBER the ) mood to (NOT (TOPPING try ) 8 (NUMBER pizzas ) along with (TOPPING cumin ) gruyere (TOPPING ceese ) ham ) ) )
2816,(ORDER looking for (PIZZAORDER (NUMBER a ) pie in (QUANTITY personal ) (SIZE size ) along with (TOPPING pesto ) sauce sausage without (NOT (TOPPING bacon ) ) ) )
2817,(ORDER i'm opting (PIZZAORDER for (TOPPING 6 ) Smoothies one (NUMBER fanta ) (DRINKTYPE and ) one (NUMBER xl ) (DRINKTYPE doctor ) pepper ) )
2818,(ORDER (PIZZAORDER i 'd (NUMBER like ) to get a (NUMBER large ) (SIZE size ) pizza for the (TOPPING toppings ) i 'd like to get tomato (NOT (TOPPING sauce ) cherry tomatoes and anchovies thanks ) ) )
2819,(ORDER i' (PIZZAORDER prefer (NUMBER to ) (STYLE go ) with 13 (QUANTITY meium-size ) pizzas with beef (TOPPING and ) tomato (TOPPING sauce ) but no olives please ) )
2820,(ORDER (PIZZAORDER how about fixing (TOPPING me ) up with (NUMBER a ) pie with (TOPPING black ) olives pesto and mushrooms ) )
2821,(ORDER i would like (PIZZAORDER to get (NUMBER one ) (SIZE lunch ) pizza with (TOPPING pepper ) and olive and (NOT (TOPPING no ) more cheese ) ) )
2822,(ORDER id like (PIZZAORDER (NUMBER to ) put in (NOT (TOPPING an ) order for (NUMBER a ) lnch banana (TOPPING epper ) ham and pineapple pie ) ) )
2823,(ORDER let e (PIZZAORDER try (NUMBER a ) (SIZE lunch ) pizza with (TOPPING duck ) hot peppers and (TOPPING prawns ) ) )
2824,(ORDER i'm ready (PIZZAORDER (NUMBER to ) settle for a lunch (NUMBER supeme ) (SIZE pizza ) and a (TOPPING medium ) pizza with (QUANTITY poppy ) seeds onions green (TOPPING olives ) and jalepenos ) )
2825,(ORDER i'l try (PIZZAORDER 14 (NUMBER medium ) (SIZE pizzas ) along with roasted (TOPPING red ) peppers and black olive ) )
2826,(ORDER fetch me (PIZZAORDER (NUMBER a ) (SIZE medium-size ) pizza with olivs as (TOPPING well ) (TOPPING as ) a (TOPPING drizle ) (TOPPING cheese ) but leave off the (NOT (STYLE sausage ) thanks ) ) )
2827,(ORDER how about adding (PIZZAORDER (NUMBER fourteen ) (SIZE medium-sized ) pizzas with more jalapenos (TOPPING and ) light (TOPPING sauce ) ) )
2828,(ORDER i hve (PIZZAORDER (NUMBER a ) pie with xl (QUANTITY size ) along with (TOPPING pesto ) (TOPPING and ) ham (TOPPING thin ) crust ) )
2829,(ORDER (PIZZAORDER (NUMBER 6 ) (STYLE gluten-freecrust ) pizzas with (NUMBER additional ) (TOPPING chard ) one 7 up ) )
2830,(ORDER please i want (PIZZAORDER (NUMBER a ) pizza and (TOPPING please ) i want (QUANTITY the ) (QUANTITY med ) size (TOPPING but ) i'd like (TOPPING black ) olive on there (STYLE as ) well as hot pepprs and pepperoni thanks a lot ) )
2831,(ORDER i'd ike (PIZZAORDER to place an order for a lrge (NUMBER combination ) pizza with a little gorgozola (TOPPING and ) (TOPPING a ) two (NUMBER liter ) (VOLUME bottle of ) (DRINKTYPE unsweetened ) ice eas ) )
2832,(ORDER id like (PIZZAORDER (NUMBER to ) put in (NOT (TOPPING n ) order for (NUMBER 1 ) (SIZE medium-sized ) pizza with sweet potatoes (TOPPING on ) it ) ) )
2833,(ORDER i'd like (PIZZAORDER (NUMBER to ) (NUMBER get ) (TOPPING 1 ) extra (NUMBER lare ) (SIZE salami ) (DRINKTYPE pizza and ) a (NUMBER two ) (VOLUME liter of ) (DRINKTYPE diet pepsis ) ) )
2834,(ORDER (PIZZAORDER (NUMBER a ) lage pizza with no ground (NOT (TOPPING beef ) please ) ) )
2835,(ORDER (PIZZAORDER could you (NOT (TOPPING put ) in (NUMBER a ) (SIZE medium ) pizza and (TOPPING i'll ) try (TOPPING it ) with goat (QUANTITY ceese ) (TOPPING pepperoni ) as well as tuna thanks a lot ) ) )
2836,(ORDER fetch me (PIZZAORDER (NUMBER one ) xl pizza (TOPPING with ) (TOPPING anchovies ) and (TOPPING pepperonis ) and also need two Soy milk ) )
2837,(ORDER (PIZZAORDER hello my order is for (NUMBER a ) (SIZE large ) pizza with (TOPPING pickles ) and (TOPPING olive ) but i also (NUMBER need ) (DRINKTYPE two ) mountain dw to go with it ) )
2838,(ORDER i would (PIZZAORDER (NUMBER like ) (TOPPING to ) order (NUMBER six ) supree grilled (TOPPING chicken ) and gorgonzola (TOPPING pizzas ) ) )
2839,(ORDER could i lace (PIZZAORDER (TOPPING an ) order? nine pizzas along (TOPPING with ) (TOPPING banana ) peppers and chicken but hold mushrooms ) )
2840,(ORDER i (PIZZAORDER think i'll take (NOT (TOPPING a ) medium-sized (NUMBER pizza ) (SIZE with ) salami and red onion (TOPPING with ) additional (TOPPING basil ) on the top ) ) )
2841,(ORDER i'm craving (PIZZAORDER (NUMBER a ) (NUMBER xl ) pizza with jalepeno peppers (TOPPING hamburger ) and thin (TOPPING crust ) ) )
2842,(ORDER (PIZZAORDER can you (TOPPING give ) me (NUMBER a ) (SIZE personal ) pizza with (TOPPING zucchini ) and (TOPPING broccoli ) and no (NOT (TOPPING feta ) please ) ) )
2843,(ORDER get (PIZZAORDER (SIZE a ) large-size pizza mushy peas sausage (TOPPING and ) with no gluten-free crust ) )
2844,(ORDER repeat my (PIZZAORDER (NUMBER a ) (SIZE extra ) large (STYLE thin ) crust pizza with (TOPPING cherry ) tomatoes and (TOPPING banana ) peppers ) )
2845,(ORDER we ned (PIZZAORDER (NUMBER a ) (SIZE lnch ) pizza including (TOPPING spinach ) (TOPPING and ) red (TOPPING cabbage ) onions ) )
2846,(ORDER i have (PIZZAORDER some (NUMBER friends ) coming over (NOT (TOPPING so ) i'll take 1 (NUMBER medium-sized ) (SIZE pizza ) (SIZE and ) tofu beef tuna ) ) )
2847,(ORDER i'll try (PIZZAORDER a (NUMBER meatball ) (TOPPING and ) (TOPPING pineapple ) pizza (TOPPING no ) peppers ) )
2848,(ORDER loking for (PIZZAORDER a (NUMBER extra ) (SIZE large ) red (TOPPING onion ) and zucchini (TOPPING pie ) hold the tuna ) )
2849,(ORDER repeat my last (PIZZAORDER order of a (TOPPING med ) roasted red sausage and (QUANTITY extra ) (TOPPING green ) bell sausage pizza without (NOT (STYLE any ) sausage ) ) )
2850,(ORDER (PIZZAORDER can you (NUMBER handle ) this order (NUMBER a ) (SIZE medium-sized ) hot peppers (TOPPING pizza ) and a large (QUANTITY tomato ) (SIZE sauce ) (TOPPING pizza ) ) )
2851,(ORDER i want (PIZZAORDER (NUMBER to ) (NUMBER 1 ) (STYLE med ) pizza with (TOPPING buffal ) sauce and bacon (TOPPING with ) 1 med (TOPPING diet ) cokes ) )
2852,(ORDER (PIZZAORDER pease give me a (NUMBER small ) (SIZE pizza ) with green (TOPPING peppers ) garlic (TOPPING powder ) and tuna (TOPPING on ) it ) )
2853,(ORDER (PIZZAORDER (NUMBER 1 ) (SIZE small ) pie with (TOPPING addiional ) spnach ham (TOPPING without ) pesto ) )
2854,(ORDER i want (PIZZAORDER (NUMBER to ) (STYLE order ) 6 glutenfree crust (TOPPING pizzas ) with (TOPPING caramelized ) onions and cumin ) )
2855,(ORDER do me (DRINKORDER (NUMBER a ) (NUMBER favor ) and make e (NUMBER a ) (DRINKTYPE almond ) milk (NUMBER six ) (DRINKTYPE fantas ) and (NUMBER a ) (DRINKTYPE med diet ) sprite for me ) )
2856,(ORDER (PIZZAORDER place (STYLE my ) order for (NUMBER one ) (SIZE extra ) large stuffed crust (TOPPING pizza ) and (QUANTITY one ) (SIZE small ) (DRINKTYPE veggie ) pizza (NUMBER and ) (SIZE three ) (DRINKTYPE large Apple ) juice ) )
2857,(ORDER i have (PIZZAORDER some friends coing over so i'll take 13 (NUMBER large ) pizzas (NUMBER and ) (DRINKTYPE two ) cokes (NUMBER and ) (DRINKTYPE two ) diet (NUMBER cokes ) ) )
2858,(ORDER i'd be (PIZZAORDER (NUMBER interested ) in a medium-sied (NUMBER pesto ) (SIZE sauce ) and arugula pie no extra (NUMBER jalepeno ) pepers and i (NOT (TOPPING want ) a pepsi ) ) )
2859,(ORDER can i choose (PIZZAORDER (NUMBER 8 ) (SIZE medium ) size pizzas with (TOPPING garlic ) powder ) )
2860,(ORDER cold i get (PIZZAORDER (NUMBER a ) (SIZE medium-sized ) peas and green olives (TOPPING pizza ) with peppronis ) )
2861,(ORDER i eel (PIZZAORDER (NUMBER like ) (NUMBER having ) (NUMBER 4 ) medium-size pizzas with truffle oil (TOPPING and ) capers ) )
2862,(ORDER today (PIZZAORDER i'd lke (NUMBER a ) (TOPPING personal ) pizza (NUMBER along ) (SIZE with ) cherry tomatoes and (TOPPING mint ) but avoid kimchi ) )
2863,(ORDER (PIZZAORDER (SIZE yeah ) (SIZE just ) (TOPPING get ) me a (SIZE medium-sized ) chorizo pizza with a (QUANTITY bunch ) of letuce (TOPPING and ) no mushrooms please ) )
2864,(ORDER i would (PIZZAORDER (NUMBER like ) (STYLE have ) a stuff crust pizza with (NOT (TOPPING no ) bay leaves on it ) ) )
2865,(ORDER i would like (PIZZAORDER to go for a (QUANTITY a ) little bit (TOPPING lage ) pie with (QUANTITY a ) little bit (TOPPING banana ) peppers and pesto and no olives please ) )
2866,(ORDER i need (PIZZAORDER to (NUMBER order ) (SIZE a ) medium-size capers and garlic powder (TOPPING pizza ) with no arichokes ) )
2867,(ORDER (PIZZAORDER can you get (NUMBER me ) a (TOPPING med ) jalapenos and (NUMBER leeks ) pizza pie (QUANTITY but ) do (TOPPING not ) put fontinacheese on it ) )
2868,(ORDER i think (PIZZAORDER i'll (NUMBER gab ) 4 medium pizzas (NUMBER with ) (SIZE lamb ) hamburger black (TOPPING olives ) and bacon and (NUMBER six ) (DRINKTYPE large ) (NUMBER fanas ) (NUMBER and ) (DRINKTYPE two ) large (NUMBER ice ) (SIZE teas ) with no sugar ) )
2869,(ORDER i will (PIZZAORDER (NUMBER get ) 7 pizzas with (QUANTITY the ) (TOPPING buffalo ) sauce and (TOPPING pickles ) banana peppers as my base please ) )
2870,(ORDER i feellike (PIZZAORDER (NUMBER having ) (NUMBER 1 ) (NUMBER extra ) (SIZE large ) pizza pie and (TOPPING i ) feellike having (NOT (TOPPING both ) arugula and sauce on it but please no ham ) ) )
2871,(ORDER (PIZZAORDER (NUMBER good ) evening for (NOT (TOPPING tonight ) i'd like to try two (NUMBER large-sze ) (SIZE pizzas ) with double beef and two large-sze pizzas (NUMBER with ) (SIZE extra ) buffalo sauce ordered ) ) )
2872,(ORDER (PIZZAORDER i thnk (NUMBER i'll ) grab a (NOT (TOPPING mint ) and (NUMBER grilled ) (DRINKTYPE chicken pizza ) medium-size please and (NUMBER i ) (SIZE want ) suce (DRINKTYPE on ) it too ) ) )
2873,(ORDER (PIZZAORDER i'll have a (NUMBER large-size ) (NUMBER pie ) (NUMBER and ) i'd like pesto on (TOPPING it ) as well (TOPPING as ) pepperoni and a tiny bi of (NUMBER cheese ) that's all ) )
2874,(ORDER can i hae (PIZZAORDER (NUMBER 15 ) pies with (TOPPING onions ) and (TOPPING peppers ) pesto please ) )
2875,(ORDER i'd like (PIZZAORDER (NUMBER to ) put in (NOT (TOPPING an ) order for one med (NUMBER pizza ) (TOPPING along ) with hot (TOPPING peppers ) and zucchini (TOPPING but ) avoid grlic ) ) )
2876,(ORDER i'm having (PIZZAORDER (NUMBER a ) bunch (NUMBER of ) people over (TOPPING tonight ) so i need fourteen (NUMBER extra ) (SIZE large ) pizzas with swet (TOPPING potatoes ) mushrooms and bacon and six extra (SIZE large ) cherry pepsi ) )
2877,(ORDER i feel like (PIZZAORDER going with (TOPPING seven ) pickles pizzas (NUMBER one ) (DRINKTYPE diet iced ) tea and (NUMBER seven ) (DRINKTYPE dr peppers ) please ) )
2878,(ORDER let me (PIZZAORDER pick (NUMBER a ) (SIZE large-size ) pizza with green olives (TOPPING and ) onions hold (TOPPING the ) poppy seeds ) )
2879,(ORDER (PIZZAORDER (NUMBER how ) about placng an order for one (NUMBER pizza ) pie with (TOPPING green ) bell peppers oh i almost forgot i'd like that with heavy on red cabbage if you could ) )
2880,(ORDER im leaning toward (PIZZAORDER (NUMBER four ) (SIZE medium ) size pizza with (TOPPING red ) peppers ) )
2881,(ORDER i'm in (PIZZAORDER (NUMBER the ) mood for (NOT (TOPPING a ) personal blue (SIZE cheese ) (TOPPING and ) vegan ppperoni (TOPPING pizza ) no sausage ) ) )
2882,(ORDER can i please (PIZZAORDER (NUMBER get ) a (TOPPING xl ) gorgonzola and (TOPPING chicken ) pie with no (NOT (TOPPING additional ) cheese ) ) )
2883,(ORDER ok i want (PIZZAORDER (NUMBER a ) (SIZE vegan ) large with (TOPPING beef ) and no (NOT (TOPPING garlic ) ) ) )
2884,(ORDER (PIZZAORDER (NUMBER please ) (STYLE help ) me order thre (TOPPING pizzas ) with blue (TOPPING cheese ) and vegan cherry tomatoes on them but hold the cherry tomatoes thanks ) )
2885,(ORDER i justneed (PIZZAORDER a pizza (TOPPING and ) some a (TOPPING tiny ) bit of canadian bacon (TOPPING and ) bay leaves but avoid peas ) )
2886,(ORDER could you (PIZZAORDER put in (NUMBER a ) xl pizza (TOPPING with ) olive and (TOPPING chicken ) but do not add any (TOPPING extra ) cheese please ) )
2887,(ORDER i'll try (PIZZAORDER the (NUMBER eleven ) pizzas in extr (NOT (TOPPING large ) size (NUMBER along ) (SIZE with ) lettuce feta cheese (TOPPING and ) a pepsi ) ) )
2888,(ORDER i'd (PIZZAORDER like (NUMBER to ) get a large-size (NUMBER pie ) (SIZE with ) pepperoni please ) )
2889,(ORDER i'd prefer (PIZZAORDER (NUMBER to ) (STYLE go ) with 1 pizza (TOPPING along ) with parmasean (TOPPING and ) pesto please avoid vegetarian ) )
2890,(ORDER id like (PIZZAORDER (NUMBER to ) put in an ordr for a (NUMBER pie ) along with (QUANTITY red ) (TOPPING onion ) roasted garlic and without (NOT (TOPPING cheddar ) cheese ) ) )
2891,(ORDER (PIZZAORDER (NUMBER nine ) (SIZE lunch ) with chicken and (TOPPING capers ) and one small with only jalapeos (TOPPING pizza ) ) )
2892,(ORDER help e get (PIZZAORDER (NUMBER a ) pie with (TOPPING balsamic ) glaze lemon zest without onions ) )
2893,(ORDER (PIZZAORDER (NUMBER sort ) me out (NUMBER with ) ffteen pespi six (NUMBER small ) (SIZE cokes ) (DRINKTYPE and ) six (NUMBER small ) (SIZE fantas ) ) )
2894,(ORDER i like (PIZZAORDER (TOPPING to ) (NUMBER have ) 1 (TOPPING med ) yellow peppers pizza (TOPPING with ) pineapples and (STYLE 1 ) med yellow peppers pizza (NUMBER with ) onions and (TOPPING bell ) peppers and a med mountain dews ) )
2895,(ORDER (PIZZAORDER let's make it a med green peppers and groun (NUMBER beef ) pie with (TOPPING all ) the (NUMBER meats ) ) )
2896,(ORDER (PIZZAORDER i'd like (NUMBER an ) order placed (TOPPING for ) 15 (NUMBER pizzas ) with carrots (TOPPING feta ) cheese and ham please ) )
2897,(ORDER i' ready (PIZZAORDER (NUMBER to ) (TOPPING settle ) for (NUMBER 1 ) (NUMBER pie ) and i'd (TOPPING like ) it (NUMBER if ) it came (QUANTITY with ) (TOPPING suteed ) spinach olives as well as pineapple thank you so much ) )
2898,(ORDER i have (PIZZAORDER some (NUMBER friends ) coming over (NOT (TOPPING so ) i'll take a medium (SIZE pizza ) along with (TOPPING mushrooms ) and pineapple but (NOT (TOPPING avoid ) ham ) ) )
2899,(ORDER (PIZZAORDER for today i just want a (TOPPING medum ) sauce and (TOPPING sausage ) (TOPPING pie ) with thin crust ) )
2900,(ORDER (PIZZAORDER for today please (NOT (TOPPING make ) me (NUMBER one ) (SIZE medium-sze ) (DRINKTYPE coes ) (DRINKTYPE one ) fanta (NUMBER and ) (DRINKTYPE three ) pepsis (NUMBER please ) ) ) )
2901,(ORDER ge me (PIZZAORDER 1 hummus and (TOPPING parsley ) pizza with no all the meats ) )
2902,(ORDER how about (PIZZAORDER adding (TOPPING a ) black beans and (TOPPING cheeseburger ) pizza just (TOPPING need ) one and leave off the black olives ) )
2903,(ORDER (PIZZAORDER (STYLE let ) me finalize (NUMBER with ) (CONTAINERTYPE four ) xl (DRINKTYPE pizzas ) with (NUMBER pepperoni ) and sausage (NUMBER and ) (SIZE two ) xl pizzas with pepperoni and mushrooms and six medium Sparklin lemonade ) )
2904,(ORDER i'd like to (PIZZAORDER orer just (TOPPING a ) small (QUANTITY tomato ) sauce (TOPPING and ) pineapple pie no a tiny bit of cheese ) )
2905,(ORDER i have (PIZZAORDER some friends coming (NOT (TOPPING over ) so i'll take a (NUMBER pizza ) (SIZE with ) large (QUANTITY size ) including (TOPPING hams ) ham and (TOPPING margarita ) ) ) )
2906,(ORDER could get (PIZZAORDER (NUMBER a ) (SIZE xl ) size pizza that (TOPPING has ) sweet (TOPPING potatoes ) and pineapple (NOT (TOPPING but ) no light on cheese ) ) )
2907,(ORDER i'll jus (PIZZAORDER (NUMBER take ) (STYLE a ) lunch pizza (QUANTITY and ) (TOPPING i ) want that vegies (TOPPING lover ) also i want feta cheese on there as well as sausage ) )
2908,(ORDER i will (PIZZAORDER (NUMBER try ) (NUMBER the ) (NUMBER a ) little large pizza with (TOPPING pickld ) onions little (TOPPING cheese ) and no sausage please ) )
2909,(ORDER i need (PIZZAORDER to (NUMBER have ) (SIZE a ) lunch pie along (TOPPING with ) green ppper and some (QUANTITY a ) tiny bit of (TOPPING cheese ) but hold pepperoni ) )
2910,(ORDER looking for (PIZZAORDER (NUMBER a ) (SIZE large ) pizza with (TOPPING yellow ) peppers (TOPPING banana ) peppers and (TOPPING onions ) ) )
2911,(ORDER i wll (PIZZAORDER get a anchovies and roasted (TOPPING eggplant ) pizza without any olivs (NOT (TOPPING on ) it ) ) )
2912,(ORDER please order me (PIZZAORDER (NUMBER a ) (SIZE medium-sized ) roasted red (TOPPING peppers ) pizza and a large (NUMBER stuf ) (SIZE crust ) pizza with (QUANTITY four ) large dr peppers ) )
2913,(ORDER i'm in (PIZZAORDER (NUMBER the ) mood for (NOT (TOPPING a ) personal (NUMBER leeks ) (SIZE and ) mushroom pie (QUANTITY no ) (TOPPING a ) little bit (QUANTITY cheese ) ) ) )
2914,(ORDER please i want (PIZZAORDER (TOPPING a ) cheese and (TOPPING pickles ) pizza without the (TOPPING margarita ) ) )
2915,(ORDER i like (PIZZAORDER (TOPPING to ) have (NUMBER a ) (TOPPING mdium ) (TOPPING red ) (TOPPING onions ) pie with banana (TOPPING peppers ) and grilled (TOPPING chicken ) ) )
2916,(ORDER i (PIZZAORDER think i'll (NUMBER try ) (TOPPING 6 ) med (TOPPING pizzas ) with 6 coca-cla ) )
2917,(ORDER (PIZZAORDER (SIZE medium-size ) pizza with chard cherry (TOPPING tomatoes ) and no green bell (NOT (TOPPING peppers ) ) ) )
2918,(ORDER i want (PIZZAORDER (NUMBER 9 ) (STYLE Hot ) chocolate to go with (NUMBER a ) (SIZE medium-sized ) capers pizza ) )
2919,(ORDER i'd appreciate (PIZZAORDER a (NUMBER medium-sized ) (NUMBER pie ) with onions and pineapple but (TOPPING no ) pesto ) )
2920,(ORDER (PIZZAORDER (NUMBER fifteen ) xl (TOPPING green ) pepper and (TOPPING peas ) pizzas with (NUMBER a ) (VOLUME two liter ) (DRINKTYPE of ) coke ) )
2921,(ORDER oder me (PIZZAORDER (NUMBER a ) (SIZE medium ) with broccoli and (NUMBER a ) drizzle parsley but no sausage ) )
2922,(ORDER could i opt (PIZZAORDER (NUMBER for ) a pizza with (TOPPING banana ) peppers and (TOPPING pesto ) sauce but no (NOT (TOPPING bbq ) sauce ) ) )
2923,(ORDER today i need (PIZZAORDER (NUMBER 1 ) (SIZE large ) (STYLE new ) ork style (TOPPING mushy ) peas pizza (TOPPING topped ) with sweet corn (QUANTITY and ) a (TOPPING buffalo ) (DRINKTYPE sauce ) ) )
2924,(ORDER could i get (PIZZAORDER (NUMBER nine ) (SIZE lunch ) pizzas with (TOPPING olives ) and (NUMBER a ) bunch of (QUANTITY sauce ) (TOPPING but ) extra cheese ) )
2925,(ORDER i'll try (PIZZAORDER (NUMBER the ) a meium (NUMBER pizza ) with a (TOPPING little ) capers (QUANTITY and ) gorgnzola (TOPPING and ) no bacon please ) )
2926,(ORDER i want (PIZZAORDER (NUMBER you ) to put in an order for (NUMBER a ) (SIZE extra ) large five topping pizza with (QUANTITY the ) (TOPPING toppings ) being mushy peas onions banana peppers black olives and sausage ) )
2927,(ORDER i want (PIZZAORDER to (NUMBER finalie ) with a large-size pizza with red onions tuna (TOPPING and ) i do not (TOPPING want ) the (QUANTITY vegetarin ) ) )
2928,(ORDER (PIZZAORDER my orderis for (NUMBER one ) (SIZE large ) pie with tomatoes and chard and (NOT (TOPPING no ) psto sauce ) ) )
2929,(ORDER (PIZZAORDER (NUMBER hi ) how are (DRINKTYPE you i ) want to (NUMBER order ) (DRINKTYPE a ) sureme (NUMBER and ) tuna lettuce ) )
2930,(ORDER (PIZZAORDER for this afternoon (NOT (TOPPING ionly ) want (NUMBER seven ) pizzas with (QUANTITY the ) (TOPPING tofu ) and olive (TOPPING pesto ) as my base please ) ) )
2931,(ORDER (PIZZAORDER this order is or (NUMBER one ) (SIZE lunch ) pizza with (TOPPING feta ) and red (NOT (TOPPING onion ) and no double cheese ) ) )
2932,(ORDER (PIZZAORDER (NUMBER howabout ) placing an order for a large (NUMBER pizza ) (SIZE with ) artichokes garlic (TOPPING and ) leeks ) )
2933,(ORDER i'l go (PIZZAORDER (NUMBER with ) (STYLE a ) extra large pie with pneapples and (TOPPING vean ) and no pepperoni ) )
2934,(ORDER (PIZZAORDER may i please have (NUMBER a ) (SIZE lunch ) shrimp and (TOPPING pine ) apple pizza and (TOPPING i ) need you to leave off the leeks please ) )
2935,(ORDER have a (PIZZAORDER pizza and i'd like (TOPPING ham ) vegan and (TOPPING please ) leave off (NOT (STYLE the ) bbq sauce thanks ) ) )
2936,(ORDER (PIZZAORDER (NUMBER for ) this afternoon (NOT (TOPPING i ) only want (NUMBER a ) (SIZE medium ) pizza along (TOPPING with ) cheddar cheese (TOPPING and ) some sauce onions ) ) )
2937,(ORDER eiht medium-sized (PIZZAORDER (NUMBER pizzas ) (SIZE with ) tuna bay leaves and (TOPPING red ) onions ) )
2938,(ORDER id like (PIZZAORDER (NUMBER to ) put in an order for one (NUMBER more ) (SIZE large ) pizza with (TOPPING more ) arichokes tuna and no peppers please ) )
2939,(ORDER how about (PIZZAORDER adding (NUMBER a ) luch pizza (TOPPING with ) balsamic glaze on it and (SIZE some ) extra cheese hold the olives though ) )
2940,(ORDER i want (PIZZAORDER (NUMBER you ) to put in an order fr (NUMBER a ) pizza with (TOPPING arugula ) cherry tomatoes pinapple ) )
2941,(ORDER i'd like (PIZZAORDER (NUMBER a ) total of a xl (QUANTITY little ) beef and (TOPPING shrimp ) pizza with no pepperoni ) )
2942,(ORDER (PIZZAORDER let's ake it (TOPPING a ) red peppers (TOPPING and ) mushroom pizza without (STYLE the ) extra cheese ) )
2943,(ORDER i'd be (PIZZAORDER interested in a large (NUMBER pizza ) (SIZE with ) (CONTAINERTYPE yellow ) peppers (DRINKTYPE and goat ) cheese (NUMBER and ) (DRINKTYPE a ) can (NUMBER of ) iced ea ) )
2944,(ORDER i am (PIZZAORDER going (NUMBER to ) need you (TOPPING to ) order me (NUMBER a ) pie with (TOPPING green ) olives and broccoli (NOT (TOPPING without ) tuna ) ) )
2945,(ORDER begin an (PIZZAORDER order for me that icludes (TOPPING tomato ) parsley and truffle (TOPPING oil ) with medium-sized pizza ) )
2946,(ORDER (PIZZAORDER let's arrane (TOPPING for ) a medium-sized (NUMBER pizza ) (SIZE along ) with pesto and pepperoni (TOPPING and ) some (TOPPING double ) cheese ) )
2947,(ORDER help me get (PIZZAORDER (NUMBER a ) (SIZE large ) sized pizza with (TOPPING prawns ) no bell (NOT (TOPPING peppers ) and a (NUMBER little ) (SIZE cheese ) please ) ) )
2948,(ORDER i prefer (PIZZAORDER (NUMBER a ) (STYLE med ) pizza with (TOPPING olive ) (TOPPING prsley ) green peppers and (TOPPING extra ) sauce and (STYLE extra ) (TOPPING cheese ) ) )
2949,(ORDER i guess (PIZZAORDER i'll get (NOT (TOPPING a ) lunch (NUMBER pie ) (SIZE and ) i want (TOPPING hamburger ) and (TOPPING oregano ) on it (QUANTITY make ) it (TOPPING all ) (TOPPING the ) meats please ) ) )
2950,(ORDER i would (PIZZAORDER like have (NUMBER a ) (NUMBER large-size ) olive and alfredo chicken (TOPPING pizza ) not the mexcan though ) )
2951,(ORDER i (PIZZAORDER guess i'll get (NOT (TOPPING one ) large-size (NUMBER pie ) (SIZE along ) with sausage artichokes but (TOPPING hold ) tuna ) ) )
2952,(ORDER please oder (PIZZAORDER (NUMBER 1 ) xl pie with (TOPPING baon ) supeme chicken ) )
2953,(ORDER i'm ready (PIZZAORDER (NUMBER to ) settle for (TOPPING one ) extra (NUMBER large ) (SIZE pizza ) with black beans (TOPPING and ) i'll try (TOPPING banana ) peppers (TOPPING on ) there too but i don't like sace okay that's it ) )
2954,(ORDER could you (PIZZAORDER put in a pizza along (TOPPING with ) parsley roasted red onion without meatbll ) )
2955,(ORDER hook me (PIZZAORDER up with 4 pies along (TOPPING with ) feta and peas and without sweet corn ) )
2956,(ORDER (PIZZAORDER hello today i'd like to order a (NUMBER medium-size ) (NUMBER balsamic ) (SIZE glaze ) and parmasean pizza with galic on it ) )
2957,(ORDER (PIZZAORDER (TOPPING ths ) afternoon i (TOPPING need ) just (QUANTITY a ) medium roasted (TOPPING red ) peppers and ground (NUMBER bef ) pizza with no bacon ) )
2958,(ORDER i like (PIZZAORDER (NUMBER o ) six leeks pizzas six die (NUMBER sprites ) (DRINKTYPE and ) (DRINKTYPE a ) coke ) )
2959,(ORDER i would (PIZZAORDER (NUMBER like ) to get (NOT (TOPPING meatball ) and (NUMBER gruyere ) cheese with (TOPPING lunch ) pie (NUMBER but ) avoid parmasean ) ) )
2960,(ORDER can i get (PIZZAORDER (NUMBER 5 ) (SIZE small ) pizzas and (TOPPING jalapenos ) artichkes but hold (NOT (TOPPING the ) ham ) ) )
2961,(ORDER (PIZZAORDER i'd like an (NUMBER order ) placed for (NOT (TOPPING a ) medium-sized (NUMBER pie ) (SIZE with ) green olives parmaean but (TOPPING please ) do not add any ham ) ) )
2962,(ORDER i'm ready (PIZZAORDER (NUMBER to ) settle for (NOT (TOPPING six ) a (NUMBER drizzle ) (DRINKTYPE large pizza ) with (NUMBER banan ) (NUMBER pepper ) mushrooms and (DRINKTYPE a drizzle ) cheese (NUMBER and ) (DRINKTYPE three medium ) Chai te (NUMBER latte ) (SIZE and ) (DRINKTYPE one ) large sprite ) ) )
2963,(ORDER (PIZZAORDER place an (TOPPING order ) fr (NUMBER a ) (SIZE lunch ) pie along (TOPPING prosciutto ) and cheddar (TOPPING cheese ) pineapple ) )
2964,(ORDER (PIZZAORDER (NUMBER thirteen ) (SIZE medium-sized ) pizzas with olives ) )
2965,(ORDER i will (PIZZAORDER (NUMBER try ) the (TOPPING 10 ) (TOPPING olive ) and (TOPPING tuna ) pizza with (TOPPING lttle ) cheese ) )
2966,(ORDER i'd appreciate (PIZZAORDER (TOPPING a ) (NUMBER extra ) (NUMBER large ) alfredo chicken (TOPPING and ) green olives (TOPPING pizza ) with a medium (QUANTITY ice ) tea (TOPPING with ) no sugar ) )
