id,tops,order
2708,(ORDER ok i want (PIZZAORDER (NUMBER 4 ) (SIZE medium ) (DRINKTYPE sprites ) two (NUMBER pepsis ) and (NUMBER one ) (SIZE large ) (DRINKTYPE doctor pepper ) please ) ),ok i want 4 medium sprites two pepsis and one large doctor pepper please
2709,(ORDER please (PIZZAORDER i would like (NUMBER a ) (STYLE thin ) crust pizza with (TOPPING buffalo ) sauce and parmasean and a (NUMBER ice ) (DRINKTYPE tea please ) ) ),please i would like a thin crust pizza with buffalo sauce and parmasean and a ice tea please
2710,(ORDER please can (PIZZAORDER i have (NUMBER a ) sall pizza with sausage (TOPPING mushrooms ) (TOPPING anchovies ) and bacon and one (NUMBER large ) (SIZE Club ) (DRINKTYPE soda and ) one (NUMBER large ) (DRINKTYPE coke ) ) ),please can i have a sall pizza with sausage mushrooms anchovies and bacon and one large Club soda and one large coke
2711,(ORDER (PIZZAORDER how about placing an order for (NUMBER a ) pizza and for (TOPPING toppings ) make it (TOPPING bbq ) chicken arugula and might as well go for parmesan too ) ),how about placing an order for a pizza and for toppings make it bbq chicken arugula and might as well go for parmesan too
2712,(ORDER i'd like (PIZZAORDER to place an order for a med (NUMBER beef ) (STYLE pizza ) (TOPPING and ) two botles (NUMBER of ) diet coke ) ),i'd like to place an order for a med beef pizza and two botles of diet coke
2713,(ORDER i'd like (PIZZAORDER to place an order for a etra (NUMBER large ) parsley pie (SIZE with ) truffle oil and green bell pepers ) ),i'd like to place an order for a etra large parsley pie with truffle oil and green bell pepers
2714,(ORDER (DRINKORDER put in an order for (NUMBER a ) (DRINKTYPE pellegrino ) large-sie (NUMBER two ) (SIZE large-sie ) sprites and (NUMBER one ) (SIZE large-sie ) bbq chicken pizza ) ),put in an order for a pellegrino large-sie two large-sie sprites and one large-sie bbq chicken pizza
2715,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium-size ) pizza with tomato jalapenos (TOPPING and ) (TOPPING ham ) ) ),a medium-size pizza with tomato jalapenos and ham
2716,(ORDER may i (PIZZAORDER hae (NUMBER medium-size ) (SIZE pizza ) with contain ground eef onion (TOPPING olives ) and Tnic (TOPPING water ) ) ),may i hae medium-size pizza with contain ground eef onion olives and Tnic water
2717,(ORDER i need (PIZZAORDER (NUMBER an ) order of xl pizza which (TOPPING has ) (TOPPING jalapenos ) and (TOPPING hams ) pickled onions ) ),i need an order of xl pizza which has jalapenos and hams pickled onions
2718,(ORDER repeat my last (PIZZAORDER order (NUMBER of ) (SIZE a ) (TOPPING leeks ) and pesto (TOPPING pizza ) large-size with no onions ) ),repeat my last order of a leeks and pesto pizza large-size with no onions
2719,(ORDER (PIZZAORDER let's finalize with 1 pizza make it a medium-size and (SIZE i'd ) (SIZE like ) it with onions and chicken but please do not make it with a little cheese ) ),let's finalize with 1 pizza make it a medium-size and i'd like it with onions and chicken but please do not make it with a little cheese
2720,(ORDER i'm going (PIZZAORDER to have fifteen pies (NUMBER with ) cherry tomatoes (TOPPING and ) green olives (TOPPING hot ) peppers please ) ),i'm going to have fifteen pies with cherry tomatoes and green olives hot peppers please
2721,(ORDER toight i want a (PIZZAORDER (NUMBER lrge ) pizza including hamburger and gryere cheese onions ) ),toight i want a lrge pizza including hamburger and gryere cheese onions
2722,(ORDER get me (PIZZAORDER (NUMBER a ) pie in xl size along with (TOPPING spicy ) red (TOPPING sauce ) (TOPPING black ) olives without onion ) ),get me a pie in xl size along with spicy red sauce black olives without onion
2723,(ORDER i'm having (PIZZAORDER a bunch (NUMBER of ) people over tonight so i need a large (NUMBER italian ) (SIZE sauage ) (TOPPING sausage ) pizza with some (TOPPING more ) cheese please ) ),i'm having a bunch of people over tonight so i need a large italian sauage sausage pizza with some more cheese please
2724,(ORDER i'm ordering (PIZZAORDER a pizza (NUMBER with ) duck and (TOPPING ricota ) cheese (TOPPING on ) (TOPPING it ) but no chicken that's (NOT (TOPPING all ) ) ) ),i'm ordering a pizza with duck and ricota cheese on it but no chicken that's all
2725,(ORDER today i need (PIZZAORDER (NUMBER thirteen ) med pizzas and please do them both with (TOPPING green ) bell peppers and (TOPPING jalepeno ) peppers and make sure there's no olives ) ),today i need thirteen med pizzas and please do them both with green bell peppers and jalepeno peppers and make sure there's no olives
2726,(ORDER lets get (PIZZAORDER (NUMBER a ) (SIZE extra ) large (STYLE everything ) pizza and (NUMBER two ) (SIZE extra ) large Oa milk ) ),lets get a extra large everything pizza and two extra large Oa milk
2727,(ORDER (PIZZAORDER begin n order for a (SIZE more ) (SIZE large ) pizza with more (TOPPING jalapenos ) (TOPPING cherry ) tomatoes and no sausage ) ),begin n order for a more large pizza with more jalapenos cherry tomatoes and no sausage
2728,(ORDER (PIZZAORDER (NUMBER 1 ) pizza that is small with (TOPPING roasted ) garlic and (NUMBER 1 ) (SIZE medium ) mushy peas ) ),1 pizza that is small with roasted garlic and 1 medium mushy peas
2729,(ORDER gve me (PIZZAORDER (NUMBER a ) pie along with suteed spinach (TOPPING tuna ) (TOPPING but ) avoid chicken ) ),gve me a pie along with suteed spinach tuna but avoid chicken
2730,(ORDER i'd try (PIZZAORDER a pizza (NUMBER with ) chicken and (TOPPING hot ) peppers (TOPPING and ) (TOPPING with ) no bigmeat ) ),i'd try a pizza with chicken and hot peppers and with no bigmeat
2731,(ORDER i want (PIZZAORDER you to put in an order for (NUMBER a ) xl pica with sweet potatoes no chard (NOT (TOPPING and ) stuff crust ) ) ),i want you to put in an order for a xl pica with sweet potatoes no chard and stuff crust
2732,(ORDER i need (PIZZAORDER to lace an order for fifteen meium-sized pizzas with black olive and (TOPPING mushrooms ) (TOPPING but ) no (TOPPING olives ) please ) ),i need to lace an order for fifteen meium-sized pizzas with black olive and mushrooms but no olives please
2733,(ORDER (PIZZAORDER i wanted to have 4 (TOPPING jalepenos ) and capers pie with no grilled chicken ) ),i wanted to have 4 jalepenos and capers pie with no grilled chicken
2734,(ORDER i'm aiming (PIZZAORDER for 7 xl roasted tomatoes (TOPPING and ) (TOPPING green ) bell (TOPPING peppers ) pizzas (TOPPING without ) peppers ) ),i'm aiming for 7 xl roasted tomatoes and green bell peppers pizzas without peppers
2735,(ORDER (PIZZAORDER place my order for (NUMBER 6 ) (SIZE medum-sized ) sweetened (SIZE Flavored ) water six medium sweetened Flavored water (SIZE five ) medum-sized unsweetened Flavored water and two (SIZE medium ) unsweetened Flavored water ) ),place my order for 6 medum-sized sweetened Flavored water six medium sweetened Flavored water five medum-sized unsweetened Flavored water and two medium unsweetened Flavored water
2736,(ORDER (PIZZAORDER for this afternoon i think i'd like fourteen medium (NUMBER pizzas ) (SIZE with ) green bell (TOPPING peppers ) (TOPPING and ) (TOPPING tuna ) along (TOPPING with ) a large pepperoni (SIZE pizza ) ) ),for this afternoon i think i'd like fourteen medium pizzas with green bell peppers and tuna along with a large pepperoni pizza
2737,(ORDER i' all (PIZZAORDER ready to order okay please give me a (NUMBER pie ) with jalepenos (TOPPING sauce ) (TOPPING and ) no grilled (NOT (TOPPING chicken ) please ) ) ),i' all ready to order okay please give me a pie with jalepenos sauce and no grilled chicken please
2738,(ORDER i would like to have (PIZZAORDER 1 (TOPPING tomato ) and (TOPPING gorgonzola ) pizza with no mint please ) ),i would like to have 1 tomato and gorgonzola pizza with no mint please
2739,(ORDER (PIZZAORDER i 'd like to get a (NUMBER lrge-size ) pizza and (SIZE some ) more mushoom to that and some tuna but hold sausage ) ),i 'd like to get a lrge-size pizza and some more mushoom to that and some tuna but hold sausage
2740,(ORDER i will (PIZZAORDER gofor a (NUMBER spicy ) (STYLE red ) (TOPPING sauce ) and duck (TOPPING pizza ) without onions ) ),i will gofor a spicy red sauce and duck pizza without onions
2741,(ORDER (PIZZAORDER good eveningi want to order twelve pizzas with capers (TOPPING also ) give me twelve (DRINKTYPE coffees ) and (NUMBER one ) (DRINKTYPE coke ) ) ),good eveningi want to order twelve pizzas with capers also give me twelve coffees and one coke
2742,(ORDER (PIZZAORDER put in an order for (NUMBER a ) pizza with (TOPPING vegan ) pepperoni as well as ham (TOPPING however ) i do not want any peppers thank you ) ),put in an order for a pizza with vegan pepperoni as well as ham however i do not want any peppers thank you
2743,(ORDER (PIZZAORDER my order today is for (NUMBER a ) (SIZE medium ) (TOPPING meatball ) pizza and (NUMBER two ) (SIZE large ) shrimp pizzas ) ),my order today is for a medium meatball pizza and two large shrimp pizzas
2744,(ORDER let me (PIZZAORDER secure (NUMBER a ) mdium pizza added pineapple (TOPPING and ) bacon (TOPPING ham ) ) ),let me secure a mdium pizza added pineapple and bacon ham
2745,(ORDER (PIZZAORDER repeat my oder for (NUMBER a ) xl pizza along with (TOPPING arichokes ) and pepperoni and some heavy on cheese ) ),repeat my oder for a xl pizza along with arichokes and pepperoni and some heavy on cheese
2746,(ORDER i need (PIZZAORDER you to begin an order for (NUMBER five ) pizzas with (TOPPING pepperonis ) and (NUMBER five ) (DRINKTYPE lemon ) and (NUMBER one ) (DRINKTYPE coke ) ) ),i need you to begin an order for five pizzas with pepperonis and five lemon and one coke
2747,(ORDER can you arrange (PIZZAORDER (NUMBER a ) xl pizza with sun-dried (NOT (TOPPING tomatoes ) and more sausage (TOPPING only ) no mushrooms ) ) ),can you arrange a xl pizza with sun-dried tomatoes and more sausage only no mushrooms
2748,(ORDER i'm having (PIZZAORDER a party (NUMBER in ) (SIZE afew ) hours and i need a pizza with (NUMBER prawns ) as well as green olives but i don't (TOPPING want ) any tomato sauce thanks ) ),i'm having a party in afew hours and i need a pizza with prawns as well as green olives but i don't want any tomato sauce thanks
2749,(ORDER i'm having (PIZZAORDER a partyin (NUMBER a ) (SIZE few ) hours and i need one small pizza (NUMBER with ) (SIZE olive ) and red (TOPPING onions ) but (TOPPING no ) pepperoni ) ),i'm having a partyin a few hours and i need one small pizza with olive and red onions but no pepperoni
2750,(ORDER i liketo (PIZZAORDER a (NUMBER pizza ) with bbq (TOPPING sauce ) (TOPPING and ) pepproni (TOPPING and ) extra (QUANTITY cheese ) ) ),i liketo a pizza with bbq sauce and pepproni and extra cheese
2751,(ORDER i like (PIZZAORDER to (NUMBER four ) (SIZE medium ) (TOPPING red ) peppers pizzas and (SIZE one ) (SIZE large ) (TOPPING pesto ) sauce pizza ) ),i like to four medium red peppers pizzas and one large pesto sauce pizza
2752,(ORDER i'll take (PIZZAORDER a smal (NUMBER pizza ) with bell peppers fontina cheese (TOPPING onions ) and mushrooms (TOPPING with ) (TOPPING a ) smal (TOPPING matcha ) latte ) ),i'll take a smal pizza with bell peppers fontina cheese onions and mushrooms with a smal matcha latte
2753,(ORDER i would (PIZZAORDER take (NUMBER 14 ) mushy peas and (TOPPING cherry ) tomatoes (TOPPING pies ) with mushrooms ) ),i would take 14 mushy peas and cherry tomatoes pies with mushrooms
2754,(ORDER i would (PIZZAORDER like have (NUMBER a ) pizza with prawns ricotta cheese (TOPPING and ) (TOPPING carrots ) please ) ),i would like have a pizza with prawns ricotta cheese and carrots please
2755,(ORDER i wouldlike (PIZZAORDER your two (NUMBER large ) (SIZE pizzas ) with leeks (TOPPING and ) more cucumber and no pesto ) ),i wouldlike your two large pizzas with leeks and more cucumber and no pesto
2756,(ORDER begin an (PIZZAORDER order for me that includes (NUMBER nine ) pies with (TOPPING olives ) and (TOPPING cumin ) pesto please ) ),begin an order for me that includes nine pies with olives and cumin pesto please
2757,(ORDER (PIZZAORDER how about grabbing 5 (DRINKTYPE Bubble ) tea (NUMBER one ) (DRINKTYPE pepsi ) and (NUMBER one ) (SIZE large ) (DRINKTYPE diet sprite ) ) ),how about grabbing 5 Bubble tea one pepsi and one large diet sprite
2758,(ORDER (PIZZAORDER (NUMBER a ) (SIZE pizza ) extra (SIZE large ) sized with light (TOPPING garlic ) (TOPPING basl ) and mushrooms (TOPPING added ) ) ),a pizza extra large sized with light garlic basl and mushrooms added
2759,(ORDER i'm ordering (PIZZAORDER a pizza (NUMBER with ) pesto on (TOPPING it ) also i (TOPPING want ) low fat cheese (TOPPING but ) i don't care for pepperoni that's all ) ),i'm ordering a pizza with pesto on it also i want low fat cheese but i don't care for pepperoni that's all
2760,(ORDER (PIZZAORDER i'd like an order placed for a pizza (NUMBER with ) xl size including brocoli ham and (TOPPING vegie ) ) ),i'd like an order placed for a pizza with xl size including brocoli ham and vegie
2761,(ORDER (PIZZAORDER (NUMBER a ) (SIZE medium-sized ) pizza with kimchi and (TOPPING black ) olives ) ),a medium-sized pizza with kimchi and black olives
2762,(ORDER i would (PIZZAORDER tae (NUMBER a ) (STYLE everything ) (TOPPING bbq ) (TOPPING chicken ) pizza with no (NOT (QUANTITY canadian ) bacon ) ) ),i would tae a everything bbq chicken pizza with no canadian bacon
2763,(ORDER (PIZZAORDER i wated to have a (NUMBER xl ) pie and please make it vegan oh yes i want jalepenos as well as mushrooms thank you much ) ),i wated to have a xl pie and please make it vegan oh yes i want jalepenos as well as mushrooms thank you much
2764,(ORDER (PIZZAORDER i guess i'll get a medum-sized (NUMBER tomato ) and chicken pie with (TOPPING no ) ham (TOPPING please ) ) ),i guess i'll get a medum-sized tomato and chicken pie with no ham please
2765,(ORDER i would (PIZZAORDER love to get (NUMBER a ) (SIZE extra ) large truffle oil and (TOPPING arugula ) pizza (TOPPING with ) mararita ) ),i would love to get a extra large truffle oil and arugula pizza with mararita
2766,(ORDER i would like to have (PIZZAORDER (NUMBER two ) xl pizzas with (TOPPING double ) (TOPPING chicken ) and (TOPPING sausage ) and (NUMBER two ) (DRINKTYPE diet cokes ) ) ),i would like to have two xl pizzas with double chicken and sausage and two diet cokes
2767,(ORDER (PIZZAORDER how about placing an order for (NUMBER one ) (SIZE personal ) pie along with (TOPPING tomatoes ) (TOPPING sauce ) but hold (NOT (TOPPING tuna ) ) ) ),how about placing an order for one personal pie along with tomatoes sauce but hold tuna
2768,(ORDER i'm goingto (PIZZAORDER go with 1 pizza make it a medium (NUMBER and ) (SIZE i'd ) like it with onions and chicken but please do not make it with light on the cheese ) ),i'm goingto go with 1 pizza make it a medium and i'd like it with onions and chicken but please do not make it with light on the cheese
2769,(ORDER i'll tke (PIZZAORDER twelve medium-sized ice (NUMBER teas ) ) ),i'll tke twelve medium-sized ice teas
2770,(ORDER could i get (PIZZAORDER (NUMBER a ) lnch meatball (TOPPING and ) mushroom (TOPPING pizza ) with no peppers ) ),could i get a lnch meatball and mushroom pizza with no peppers
2771,(ORDER can i get (PIZZAORDER (NUMBER a ) pie which is small in size along with heavyon cherry (TOPPING tomatoes ) (TOPPING and ) feta (TOPPING but ) no pepperoni ) ),can i get a pie which is small in size along with heavyon cherry tomatoes and feta but no pepperoni
2772,(ORDER i would (PIZZAORDER like ave (NUMBER a ) (SIZE personal ) pizza with gruyere cheese and (TOPPING caramelized ) onions (TOPPING basil ) ) ),i would like ave a personal pizza with gruyere cheese and caramelized onions basil
2773,(ORDER (PIZZAORDER let's decide on six capers (NUMBER pizzas ) now ) ),let's decide on six capers pizzas now
2774,(ORDER i wnt (PIZZAORDER (NUMBER 1 ) (SIZE medium-sizd ) pie with jalepeno peppers pesto without (TOPPING additional ) (TOPPING cheese ) ) ),i wnt 1 medium-sizd pie with jalepeno peppers pesto without additional cheese
2775,(ORDER i will (PIZZAORDER try the (NUMBER a ) xl supree pie with roasted tomatoes (QUANTITY and ) truffle oil (TOPPING please ) ) ),i will try the a xl supree pie with roasted tomatoes and truffle oil please
2776,(ORDER (PIZZAORDER hi good afternoon for todayi'd like five large (NUMBER pizzas ) (SIZE on ) all of them please put roasted red (TOPPING peppers ) and sweet potatoes and give me a pellegrino please ) ),hi good afternoon for todayi'd like five large pizzas on all of them please put roasted red peppers and sweet potatoes and give me a pellegrino please
2777,(ORDER (PIZZAORDER place my order for (NUMBER ten ) (SIZE medium-sie ) pizzas with spicy red (TOPPING sauce ) and two small (NUMBER pizzas ) ) ),place my order for ten medium-sie pizzas with spicy red sauce and two small pizzas
2778,(ORDER (PIZZAORDER i would love to have (NUMBER a ) (SIZE medium-ized ) margarita pizza with prawns and leave off (TOPPING the ) beef ) ),i would love to have a medium-ized margarita pizza with prawns and leave off the beef
2779,(ORDER (PIZZAORDER could you please arrange for (NUMBER 8 ) (SIZE large-size ) hamburger and smoked salmon (NUMBER pies ) ) ),could you please arrange for 8 large-size hamburger and smoked salmon pies
2780,(ORDER repeatmy favorite order (PIZZAORDER of a (NUMBER medium ) (SIZE sauteed ) spnach pizza with pesto and extra cheese and a Espresso ) ),repeatmy favorite order of a medium sauteed spnach pizza with pesto and extra cheese and a Espresso
2781,(ORDER place (PIZZAORDER my order for (NUMBER a ) (SIZE large ) pizza make it chicago (TOPPING style ) and i'd like tuna and (TOPPING prawns ) on there appreciate it ) ),place my order for a large pizza make it chicago style and i'd like tuna and prawns on there appreciate it
2782,(ORDER (PIZZAORDER (NUMBER a ) pizza exra large (SIZE sized ) with a drizzle pickles yellow peppers and alfredo chicken added ) ),a pizza exra large sized with a drizzle pickles yellow peppers and alfredo chicken added
2783,(ORDER i have (PIZZAORDER some friends coming over so i'll take a medium-size (SIZE green ) (SIZE bell ) peppers and (TOPPING feta ) pizza (TOPPING with ) no (TOPPING roasted ) redpeppers ) ),i have some friends coming over so i'll take a medium-size green bell peppers and feta pizza with no roasted redpeppers
2784,(ORDER (PIZZAORDER i'd lie a total (NUMBER of ) 15 doctor pepper six large fantas (SIZE and ) (DRINKTYPE six ) large (NUMBER cokes ) ) ),i'd lie a total of 15 doctor pepper six large fantas and six large cokes
2785,(ORDER (PIZZAORDER (SIZE medium-sze ) pizza with hams and (TOPPING hawaiian ) (TOPPING no ) parmsan ) ),medium-sze pizza with hams and hawaiian no parmsan
2786,(ORDER i want (PIZZAORDER to finalize with a (NUMBER xl ) pizza with tomato (TOPPING and ) pepperoni ) ),i want to finalize with a xl pizza with tomato and pepperoni
2787,(ORDER i need (PIZZAORDER to place an order for (NUMBER a ) pizza with (TOPPING chard ) (TOPPING pepperoni ) and no (NOT (TOPPING peppers ) ) ) ),i need to place an order for a pizza with chard pepperoni and no peppers
2788,(ORDER i would (PIZZAORDER like your (NUMBER 1 ) (SIZE medium-size ) pizza with peppes and (TOPPING 1 ) coke (NUMBER zero ) ) ),i would like your 1 medium-size pizza with peppes and 1 coke zero
2789,(ORDER i'll try (PIZZAORDER 13 large (NUMBER cheddar ) (SIZE cheese ) (TOPPING and ) sriracha sauce pizzas and two (TOPPING stuff ) crust pizza ) ),i'll try 13 large cheddar cheese and sriracha sauce pizzas and two stuff crust pizza
2790,(ORDER i want (PIZZAORDER to (NUMBER 1 ) pizza and i want (TOPPING green ) olives on there and oregao but definitely not olives that's it for today ) ),i want to 1 pizza and i want green olives on there and oregao but definitely not olives that's it for today
2791,(ORDER i'd try (PIZZAORDER a med (NUMBER pie ) (STYLE could ) you please make that with low fat (STYLE cheese ) blac beans and i want ham on there (TOPPING too ) thanks ) ),i'd try a med pie could you please make that with low fat cheese blac beans and i want ham on there too thanks
2792,(ORDER i'm aiming (PIZZAORDER for a luch (NUMBER feta ) cheese and (TOPPING mushy ) peas pie with no lmon zest ) ),i'm aiming for a luch feta cheese and mushy peas pie with no lmon zest
2793,(ORDER i would (PIZZAORDER like to out in an orer for (NUMBER a ) (SIZE extra ) large size pizza and (TOPPING i'd ) like that with zucchini and bell cucumber but without cucumber please ) ),i would like to out in an orer for a extra large size pizza and i'd like that with zucchini and bell cucumber but without cucumber please
2794,(ORDER (PIZZAORDER allow me to order (NUMBER 13 ) (SIZE large ) (DRINKTYPE herbal ) teas (NUMBER five ) (SIZE medium ) (DRINKTYPE herbal ) teas (NUMBER five ) (SIZE large ) (DRINKTYPE diet herbal ) teas (NUMBER three ) (SIZE medium ) diet herbal teas four large sprites and seven medium sprites ) ),allow me to order 13 large herbal teas five medium herbal teas five large diet herbal teas three medium diet herbal teas four large sprites and seven medium sprites
2795,(ORDER (PIZZAORDER can you get me (NUMBER a ) (SIZE large ) pizza with just (TOPPING goat ) (TOPPING cheese ) and (TOPPING caramelized ) onions and no (NOT (TOPPING mushrooms ) please ) ) ),can you get me a large pizza with just goat cheese and caramelized onions and no mushrooms please
2796,(ORDER i'll try (PIZZAORDER the one med (NUMBER pizza ) (STYLE with ) broccoli bacon (TOPPING and ) (TOPPING extra ) cheese (QUANTITY and ) (TOPPING one ) large (NUMBER sweetened ) (SIZE Macchiatos ) ) ),i'll try the one med pizza with broccoli bacon and extra cheese and one large sweetened Macchiatos
2797,(ORDER i need (PIZZAORDER you to order me (NUMBER a ) (STYLE vegan ) pizza with (TOPPING chicken ) and (TOPPING peppers ) and (NUMBER a ) Sparking lemonade (TOPPING please ) ) ),i need you to order me a vegan pizza with chicken and peppers and a Sparking lemonade please
2798,(ORDER please i would (PIZZAORDER like (STYLE met ) (STYLE lovers ) pizza with a bunch f (TOPPING green ) olives and (TOPPING light ) on the (NOT (TOPPING sauce ) ) ) ),please i would like met lovers pizza with a bunch f green olives and light on the sauce
2799,(ORDER i'll go (PIZZAORDER for a medium-sized (SIZE pizza ) (SIZE with ) pine apple on it and (TOPPING meatball ) too but hold (TOPPING the ) ham ) ),i'll go for a medium-sized pizza with pine apple on it and meatball too but hold the ham
2800,(ORDER i would (PIZZAORDER like you to order me (NUMBER one ) pie which is (SIZE extra ) large in size along with a little bit (TOPPING pineapples ) and bnana peppers but no pepperoni ) ),i would like you to order me one pie which is extra large in size along with a little bit pineapples and bnana peppers but no pepperoni
2801,(ORDER i like (PIZZAORDER (NUMBER a ) (TOPPING tomato ) and (TOPPING peas ) pie with no (NOT (TOPPING pine ) apple ) ) ),i like a tomato and peas pie with no pine apple
2802,(ORDER (PIZZAORDER let's see i want a a (NUMBER lemon ) (SIZE zest ) and (TOPPING yellow ) peppers pizza (TOPPING i ) (TOPPING don't ) want any red onions and make (NOT (TOPPING it ) (NOT (TOPPING a ) lunch please ) ) ),let's see i want a a lemon zest and yellow peppers pizza i don't want any red onions and make it a lunch please
2803,(ORDER i need (PIZZAORDER you to begin an order for (NUMBER 1 ) xl pizza with (TOPPING pickes ) (TOPPING black ) olives green peppers (TOPPING and ) hot peppers ) ),i need you to begin an order for 1 xl pizza with pickes black olives green peppers and hot peppers
2804,(ORDER i'd be (PIZZAORDER intereted in 1 small pie with (NUMBER chicken ) (SIZE sausage ) and ham (TOPPING please ) ) ),i'd be intereted in 1 small pie with chicken sausage and ham please
2805,(ORDER (PIZZAORDER repeat myfavorite order of a smal pizza (NUMBER for ) me and i'd like banana pepper and atichokes on it (TOPPING and ) a little (TOPPING bit ) cheese please ) ),repeat myfavorite order of a smal pizza for me and i'd like banana pepper and atichokes on it and a little bit cheese please
2806,(ORDER i think (PIZZAORDER i'll just have large pie (SIZE with ) broccoli and (TOPPING tofu ) please ) ),i think i'll just have large pie with broccoli and tofu please
2807,(ORDER (PIZZAORDER hi how are ou i want to order (NUMBER a ) pie along with (TOPPING green ) pepers (TOPPING chicken ) hawaiian and (NUMBER a ) Macciatos ) ),hi how are ou i want to order a pie along with green pepers chicken hawaiian and a Macciatos
2808,(ORDER (PIZZAORDER i'd like to (NUMBER put ) an order in for eleven balsamic (NUMBER glaze ) (DRINKTYPE pizzas eleven ) mountain dew and a coke ) ),i'd like to put an order in for eleven balsamic glaze pizzas eleven mountain dew and a coke
2809,(ORDER could i (PIZZAORDER get (NUMBER a ) pizza and make it (SIZE medium-sized ) with basil and (TOPPING caramelied ) onions (TOPPING definitely ) (TOPPING no ) chicken on there (NOT (TOPPING thanks ) much ) ) ),could i get a pizza and make it medium-sized with basil and caramelied onions definitely no chicken on there thanks much
2810,(ORDER (PIZZAORDER (SIZE large-size ) pizza please with oregano ) ),large-size pizza please with oregano
2811,(ORDER (PIZZAORDER (NUMBER 10 ) (TOPPING lettuce ) spinach lunch pizzas without onions ) ),10 lettuce spinach lunch pizzas without onions
2812,(ORDER (PIZZAORDER put in an order for (NUMBER a ) (SIZE large-size ) pizza with pesto and (TOPPING pepperoni ) and (TOPPING add ) some atiny bit of cheese please ) ),put in an order for a large-size pizza with pesto and pepperoni and add some atiny bit of cheese please
2813,(ORDER i (PIZZAORDER think i'll grab 1 xl (NUMBER pizza ) with hot peppers (TOPPING onions ) (TOPPING and ) (TOPPING pineapple ) ) ),i think i'll grab 1 xl pizza with hot peppers onions and pineapple
2814,(ORDER i prefer (PIZZAORDER (NUMBER one ) mdium pizza with lamb roased eggplant anchovies and onions (TOPPING and ) two mdium Espresso and (NUMBER one ) mdium sprite ) ),i prefer one mdium pizza with lamb roased eggplant anchovies and onions and two mdium Espresso and one mdium sprite
2815,(ORDER i'm in (PIZZAORDER the mood to try 8 pizzas (NUMBER along ) with cumin gruyere (TOPPING ceese ) ham ) ),i'm in the mood to try 8 pizzas along with cumin gruyere ceese ham
2816,(ORDER looking for (PIZZAORDER (NUMBER a ) pie in (SIZE personal ) size along with (TOPPING pesto ) (TOPPING sauce ) (TOPPING sausage ) without (NOT (TOPPING bacon ) ) ) ),looking for a pie in personal size along with pesto sauce sausage without bacon
2817,(ORDER i'm opting (PIZZAORDER for 6 Smoothies one (NUMBER fanta ) (DRINKTYPE and ) one (NUMBER xl ) doctor (NUMBER pepper ) ) ),i'm opting for 6 Smoothies one fanta and one xl doctor pepper
2818,(ORDER (PIZZAORDER i 'd like to get a (NUMBER large ) (SIZE size ) pizza for the toppings (TOPPING i ) 'd like to get tomato sauce cherry tomatoes and anchovies thanks ) ),i 'd like to get a large size pizza for the toppings i 'd like to get tomato sauce cherry tomatoes and anchovies thanks
2819,(ORDER i' (PIZZAORDER prefer to go with 13 (NUMBER meium-size ) pizzas with (SIZE beef ) and tomato sauce (TOPPING but ) no (TOPPING olives ) (TOPPING please ) ) ),i' prefer to go with 13 meium-size pizzas with beef and tomato sauce but no olives please
2820,(ORDER (PIZZAORDER how about fixing me up with (NUMBER a ) pie with (TOPPING black ) olives (TOPPING pesto ) and (TOPPING mushrooms ) ) ),how about fixing me up with a pie with black olives pesto and mushrooms
2821,(ORDER i would like (PIZZAORDER to get (NUMBER one ) (SIZE lunch ) pizza with (TOPPING pepper ) and (TOPPING olive ) and no more (NOT (TOPPING cheese ) ) ) ),i would like to get one lunch pizza with pepper and olive and no more cheese
2822,(ORDER id like (PIZZAORDER to put in an order for (NUMBER a ) lnch banana (TOPPING epper ) ham and (TOPPING pineapple ) pie ) ),id like to put in an order for a lnch banana epper ham and pineapple pie
2823,(ORDER let e (PIZZAORDER try (NUMBER a ) (SIZE lunch ) pizza with duck (TOPPING hot ) peppers and prawns ) ),let e try a lunch pizza with duck hot peppers and prawns
2824,(ORDER i'm ready (PIZZAORDER to settle for a lunch (NUMBER supeme ) (SIZE pizza ) and a medium pizza with (NUMBER poppy ) (SIZE seeds ) onions green olives and (TOPPING jalepenos ) ) ),i'm ready to settle for a lunch supeme pizza and a medium pizza with poppy seeds onions green olives and jalepenos
2825,(ORDER i'l try (PIZZAORDER 14 medium (NUMBER pizzas ) (SIZE along ) with roasted red (TOPPING peppers ) and black olive ) ),i'l try 14 medium pizzas along with roasted red peppers and black olive
2826,(ORDER fetch me (PIZZAORDER (NUMBER a ) (SIZE medium-size ) pizza with olivs as (TOPPING well ) as a drizle cheese but leave off (TOPPING the ) sausage thanks ) ),fetch me a medium-size pizza with olivs as well as a drizle cheese but leave off the sausage thanks
2827,(ORDER how about adding (PIZZAORDER (NUMBER fourteen ) (SIZE medium-sized ) pizzas with more jalapenos (TOPPING and ) (TOPPING light ) sauce ) ),how about adding fourteen medium-sized pizzas with more jalapenos and light sauce
2828,(ORDER i hve (PIZZAORDER a (NUMBER pie ) with xl size along with pesto (TOPPING and ) ham (TOPPING thin ) crust ) ),i hve a pie with xl size along with pesto and ham thin crust
